

nor2x1 NLDM Tables (ns)
Slew \ Load,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758

cell_rise
0.01,0.00094,0.00180,4.00270,4.00646,4.01625,4.04278,4.11389
0.0231,-0.00563,-0.00498,-0.00317,0.00275,4.00971,4.03731,4.11327
0.0531,-0.02072,-0.02013,-0.01855,-0.01405,0.00046,4.02433,4.11161
0.1225,-0.05546,-0.05490,-0.05341,-0.04937,-0.03808,0.00135,4.10440
0.2823,-0.13537,-0.13482,-0.13337,-0.12950,-0.11915,-0.08901,0.02379
0.6507,-0.31958,-0.31903,-0.31760,-0.31379,-0.30378,-0.27618,-0.19494
1.5,-0.74423,-0.74369,-0.74226,-0.73848,-0.72860,-0.70189,-0.62823

cell_fall
0.01,-1.99288,-1.99325,4.00833,4.02298,4.06059,4.16033,4.42392
0.0231,-1.99407,-1.98457,-1.96907,-1.98200,4.04569,4.14544,4.40903
0.0531,-2.01295,-2.00169,-1.97185,-1.91969,-1.93962,4.11139,4.37493
0.1225,-2.05451,-2.04513,-2.01582,-1.93440,-1.79731,-1.87678,4.29647
0.2823,-2.14333,-2.13665,-2.11344,-2.03657,-1.82375,-1.49243,-1.84279
0.6507,-2.34719,-2.33983,-2.32156,-2.26070,-2.05821,-1.50007,-0.95383
1.5,-2.81846,-2.81044,-2.78977,-2.74074,-2.57795,-2.22651,-2.08923

rise_transition
0.01,1.98421,1.98399,1.98811,-3.99088,-3.96271,-3.88702,-3.68527
0.0231,-2.03963,-2.03837,1.95790,1.95728,-3.97613,-3.89824,-3.69112
0.0531,-2.09699,-2.09593,-2.09501,1.89884,1.89536,-3.92758,-3.70629
0.1225,-2.22785,-2.22763,-2.22706,-2.22333,1.76148,1.76595,-3.75100
0.2823,-2.52859,-2.52867,-2.52930,-2.52769,-2.51745,1.45060,1.59819
0.6507,-3.22129,-3.22162,-3.22309,-3.22468,-3.21903,-3.18981,0.84125
1.5,-3.99996,-3.99961,-3.99923,-3.99653,-3.98604,-3.94442,-3.71290

fall_transition
0.01,-4.00200,-4.00224,-4.00223,0.03232,0.08112,0.21122,0.55654
0.0231,1.98761,1.98919,-4.00650,-4.00648,0.08113,0.21122,0.55655
0.0531,1.96350,1.96204,1.96165,-4.01428,-4.01554,0.21122,0.55654
0.1225,1.91193,1.90981,1.90497,1.90057,-4.03048,-4.03217,0.55654
0.2823,1.79452,1.79201,1.78573,1.77225,1.76176,-4.06136,-4.02988
0.6507,1.52424,1.52151,1.51444,1.49719,1.46269,1.46782,-4.04902
1.5,0.90155,0.89871,0.89114,0.87179,0.83171,0.79219,1.02002


nor2x2 NLDM Tables (ns)
Slew \ Load,0.0005,0.0013,0.0035,0.0094,0.0249,0.0662,0.1758

cell_rise
0.01,0.00093,0.00151,0.00389,4.00436,4.01059,4.02728,4.07224
0.0231,-0.00568,-0.00526,-0.00415,-0.00067,4.00404,4.02077,4.06765
0.0531,-0.02079,-0.02042,-0.01943,-0.01669,-0.00845,4.00582,4.05626
0.1225,-0.05553,-0.05518,-0.05423,-0.05170,-0.04474,-0.02332,4.02566
0.2823,-0.13545,-0.13510,-0.13418,-0.13172,-0.12518,-0.10691,-0.04892
0.6507,-0.31965,-0.31931,-0.31839,-0.31597,-0.30959,-0.29229,-0.24350
1.5,-0.74431,-0.74397,-0.74305,-0.74064,-0.73432,-0.71740,-0.67141

cell_fall
0.01,-1.99580,-1.99570,-2.00165,4.01062,4.02896,4.07710,4.20445
0.0231,-1.99918,-1.99459,-1.98478,-1.97849,4.01405,4.06221,4.18957
0.0531,-2.01807,-2.01335,-1.99972,-1.96719,-1.93705,4.02824,4.15553
0.1225,-2.05889,-2.05518,-2.04368,-2.00812,-1.91997,-1.84508,4.07755
0.2823,-2.14873,-2.14532,-2.13658,-2.10770,-2.01571,-1.78550,-1.64968
0.6507,-2.35715,-2.35326,-2.34331,-2.31991,-2.24499,-1.99877,-1.41735
1.5,-2.83862,-2.83444,-2.82338,-2.79627,-2.73496,-2.53112,-2.20936

rise_transition
0.01,1.98414,1.98374,1.98328,1.98926,-3.98354,-3.94301,-3.83464
0.0231,-2.03992,-2.03949,1.95900,1.95562,1.95642,-3.95614,-3.84490
0.0531,-2.09772,-2.09758,-2.09656,-2.09383,1.89387,1.89301,-3.87197
0.1225,-2.22999,-2.23030,-2.22954,-2.22775,-2.22134,1.74912,1.77389
0.2823,-2.53387,-2.53428,-2.53407,-2.53381,-2.52897,-2.50842,1.42581
0.6507,-3.23403,-3.23451,-3.23468,-3.23569,-3.23471,-3.22160,-3.13703
